bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
Shower,Standard,"96.8 miles from San Jose, CA","TV,DVD Player,CD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",18ft,"Rio Linda, CA",2006 Jayco Select 12HW,"$2,168",$79,$536,"Year - 2006,Manufacturer - Jayco,Make - Select 12HW,Class - Pop-up Camper,Sleeps - 6,Length - 18.0 ft",6,Hot & Cold Water Supply,Pop-up Camper,2006
,Standard,"92.5 miles from San Jose, CA","TV,iPod Docking Station",,45ft,"Carmichael, CA",2006 A Frame Camper Faction,"$2,270",$89,$561,"Year - 2006,Manufacturer - A Frame Camper,Make - Faction,Class - Fifth Wheel,Sleeps - 10,Length - 45.0 ft",10,,Fifth Wheel,2006
"Shower,Bathroom Sink,Toilet",Standard,"92.4 miles from San Jose, CA","iPod Docking Station,AM/FM Radio,TV,DVD Player,CD Player","Range (Stove),Microwave,Slide Out,Refrigerator,Kitchen Sink",29.0ft,"Sonora, CA",Grateful bed 2,"$3,800",$169,"$1,000","Year - 2006,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 29G,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 4,Slides - 2,Fresh water tank - 55.0 gal,Length - 29.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2006
Shower,Standard,"97.4 miles from San Jose, CA",,"Refrigerator,Microwave,Range (Stove)",19ft,"North Highlands, CA",ght rv trailer,"$1,400",$79,$498,"Year - 2005,Manufacturer - Forest River-California,Make - 17fq,Class - Travel Trailer,Sleeps - 1,Length - 19.0 ft",1,Roof Air Conditioning,Travel Trailer,2005
"Shower,Toilet,Bathroom Sink",Standard,"97.6 miles from San Jose, CA","TV,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29ft,"Fair Oaks, CA",2005 Jayco Jay flight Bunkhouse model,"$2,142",$84,$529,"Year - 2005,Manufacturer - Jayco,Make - Jay flight Bunkhouse model,Class - Travel Trailer,Sleeps - 6,Length - 29.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2005
"Shower,Toilet,Bathroom Sink",Standard,"97.6 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",17.0ft,"Fair Oaks, CA",Perfect For A Couple! Pet Friendly RV Re...,,$110,,"Year - 2017,Manufacturer - Venture RV,Make - Sonic Lite,Model - 17,Class - Travel Trailer,Sleeps - 2,Total Number of Beds - 1,Fresh water tank - 30.0 gal,Length - 17.0 ft,Height - 8.0 ft",2,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"99.5 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,iPod Docking Station,CD Player","Kitchen Sink,Refrigerator,Microwave,Range (Stove),Slide Out",26ft,"Antelope, CA",2016 Coleman 262BH,"$3,315",$130,$819,"Year - 2016,Manufacturer - Coleman,Make - 262BH,Class - Travel Trailer,Sleeps - 8,Length - 26.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"96.9 miles from San Jose, CA","TV,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",41ft,"Shingle Springs, CA",Not Available,,,,"Year - 2019,Manufacturer - Forest River,Make - Sandpiper 401FLX,Class - Travel Trailer,Sleeps - 4,Length - 41.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"79.1 miles from San Jose, CA","DVD Player,AM/FM Radio,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",43ft,"Merced, CA",2010 Fuzion 398,"$2,780",$109,$687,"Year - 2010,Manufacturer - Fuzion,Make - 398,Class - Toy Hauler,Sleeps - 7,Length - 43.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2010
"Shower,Toilet,Bathroom Sink",Standard,"87.2 miles from San Jose, CA",AM/FM Radio,"Range (Stove),Kitchen Sink,Refrigerator,Microwave,Slide Out",25ft,"West Sacramento, CA",2007 Forest River Roo,"$3,825",$150,$945,"Year - 2007,Manufacturer - Forest River,Make - Roo,Class - Travel Trailer,Sleeps - 10,Length - 25.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2007
"Shower,Toilet,Bathroom Sink",Standard,"99.7 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",30.0ft,"Catheys Valley, CA",2015 Jayco Whitehawk,"$3,188",$125,$788,"Year - 2015,Manufacturer - Jayco,Make - White Hawk,Model - 27DSRL,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Fresh water tank - 48.0 gal,Length - 30.0 ft,Height - 11.0 ft",5,Hot & Cold Water Supply,Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"99.6 miles from San Jose, CA","DVD Player,AM/FM Radio,CD Player,iPod Docking Station,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",27ft,"Folsom, CA",2015 Forest River-California Evo,"$2,780",$109,$687,"Year - 2015,Manufacturer - Forest River-California,Make - Evo,Class - Travel Trailer,Sleeps - 6,Length - 27.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"93.4 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Range (Stove),Microwave,Slide Out",28ft,"Sacramento, CA",2006 Kingston Springdale,"$2,142",$84,$529,"Year - 2006,Manufacturer - Kingston,Make - Springdale,Class - Fifth Wheel,Sleeps - 6,Length - 28.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2006
"Toilet,Shower,Bathroom Sink",Strict,"98.1 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",32ft,"Jackson, CA",Gail is her name and glamping is her gam...,,$190,"$1,200","Year - 2005,Manufacturer - Southwind,Make - WindSport 32,Class - Class A Motor Home,Sleeps - 4,Fresh water tank - 40.0 gal,Length - 32.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2005
,Standard,"88.0 miles from San Jose, CA",,,12ft,"Sacramento, CA",iygyiyu,"$4,000",$100,$700,"Year - 2016,Class - Class A Motor Home,Sleeps - 4,Fresh water tank - 555.0 gal,Length - 12.0 ft",4,,Class A Motor Home,2016
,Standard,"74.9 miles from San Jose, CA",,,23ft,"Elk Grove, CA",NO LONGER AVAILABLE,,$200,,"Year - 2007,Manufacturer - Lexington,Make - Forester,Class - Class B Camping Van,Sleeps - 4,Length - 23.0 ft",4,,Class B Camping Van,2007
"Shower,Bathroom Sink,Toilet",Flexible,"63.5 miles from San Jose, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",31.0ft,"fair oaks, CA",The Ultimate Family Vacation / With FULL...,,$140,$725,"Year - 2017,Manufacturer - Keystone RV,Make - Hideout,Model - 27DBSWE,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 2,Slides - 1,Fresh water tank - 60.0 gal,Length - 31.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"98.6 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26ft,"Windsor, CA",The perfect 2 spot / Red Baron,"$3,035",$119,$750,"Year - 2017,Manufacturer - imagine,Make - 267omk,Class - Travel Trailer,Sleeps - 3,Length - 26.0 ft",3,Hot & Cold Water Supply,Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"76.8 miles from San Jose, CA","CD Player,TV,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",28.0ft,"Galt, CA",28ft Thor Tahoe Toy hauler,,$95,$650,"Year - 2005,Manufacturer - Thor,Make - Tahoe,Model - Transport,Class - Toy Hauler,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 100.0 gal,Length - 28.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2005
"Shower,Toilet,Bathroom Sink",Standard,"93.5 miles from San Jose, CA","CD Player,DVD Player,AM/FM Radio,TV","Range (Stove),Refrigerator,Kitchen Sink,Slide Out,Microwave",31.0ft,"Rancho Cordova, CA",2017 Shadow Cruiser Bunkhouse,"$3,000",$135,$800,"Year - 2017,Manufacturer - Cruiser,Make - Shadow Cruiser,Model - S-280QBS,Class - Travel Trailer,Sleeps - 12,Total Number of Beds - 7,Number of Bunk Beds - 4,Slides - 1,Length - 31.0 ft,Height - 10.0 ft",12,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"95.9 miles from San Jose, CA","TV,AM/FM Radio,CD Player,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",39ft,"Chowchilla, CA",Lee's pet friendly family travel trailer,"$2,907",$125,$718,"Year - 2018,Manufacturer - Cherokee,Make - Grey wolf,Class - Travel Trailer,Sleeps - 9,Length - 39.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"77.3 miles from San Jose, CA","CD Player,AM/FM Radio","Range (Stove),Microwave,Refrigerator,Kitchen Sink",23.0ft,"Petaluma, CA",Cherish,"$3,100",$110,$700,"Year - 2007,Manufacturer - Extreme Warrior,Make - SuperLite,Model - FS2300,Class - Toy Hauler,Sleeps - 7,Number of Bunk Beds - 2,Length - 23.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2007
"Shower,Toilet,Bathroom Sink",Strict,"99.5 miles from San Jose, CA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28ft,"Orangevale, CA",2007 Monaco Mckenzie Starlite Travel Tra...,"$1,510",$65,$390,"Year - 2007,Manufacturer - Mckenzie,Make - Starlite,Class - Travel Trailer,Sleeps - 5,Fresh water tank - 20.0 gal,Length - 28.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2007
"Shower,Toilet,Bathroom Sink",Flexible,"90.9 miles from San Jose, CA","CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",22ft,"Angwin, CA",The Sequoia Stargazer,"$28,000","$1,000","$10,000","Year - 2006,Manufacturer - Mallard by Fleetwood,Make - M-180CK,Class - Travel Trailer,Sleeps - 4,Length - 22.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2006
"Shower,Bathroom Sink,Toilet",Standard,"96.3 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",18.0ft,"Fair Oaks, CA","It’s Prime Time To Go Camping, Delivery ...",,$110,,"Year - 2015,Manufacturer - ALiner,Make - Expedition,Model - Std. Model,Class - Travel Trailer,Sleeps - 4,Length - 18.0 ft,Height - 5.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
,Standard,"95.6 miles from San Jose, CA","CD Player,iPod Docking Station,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",18.0ft,"Santa Rosa, CA, CA","2011 Pleasure-Way Traverse ""Pop-Up Campe...",,$150,$950,"Year - 2011,Manufacturer - Pleasure-Way,Make - Ford Traverse,Model - Ford Traverse,Class - Class B Camping Van,Sleeps - 3,Total Number of Beds - 2,Number of Bunk Beds - 1,Fresh water tank - 12.0 gal,Length - 18.0 ft,Height - 6.0 ft",3,In Dash Air Conditioning,Class B Camping Van,2011
"Shower,Toilet,Bathroom Sink",Standard,"89.6 miles from San Jose, CA","TV,AM/FM Radio,DVD Player,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",22.0ft,"Santa Rosa, CA",2013 Forest River RV Wildwood 221rbel,"$2,525",$99,$624,"Year - 2013,Manufacturer - Forest River RV,Make - Wildwood,Model - 221rbel,Class - Travel Trailer,Sleeps - 2,Total Number of Beds - 1,Fresh water tank - 32.0 gal,Length - 22.0 ft,Height - 6.0 ft",2,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","AM/FM Radio,CD Player,TV,DVD Player","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",25.0ft,"Sacramento, CA",LUXURY TRAVEL TRAILER MILAN 25',"$1,200",$110,$700,"Year - 2012,Manufacturer - Eclipse,Make - Milan,Model - M-25BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 25.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","CD Player,TV,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",20.0ft,"Sacramento, CA","Coleman 20 NICE, SMALL, COZY, LIGHT unit...","$1,500",$100,$600,"Year - 2016,Manufacturer - Coleman,Make - Dutchmen,Model - 20,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Fresh water tank - 30.0 gal,Length - 20.0 ft,Height - 12.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",29.0ft,"Sacramento, CA","Outstanding 2 SLIDEOUTS, IN one word RAD...","$1,700",$130,$700,"Year - 2015,Manufacturer - Cruiser,Make - Radiance,Model - R-28QBSS,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 40.0 gal,Length - 29.0 ft,Height - 11.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",29.0ft,"Sacramento, CA",Travel Trailer Camping EVENTS FRIENDLY F...,,$120,$750,"Year - 2013,Manufacturer - Keystone RV,Make - Bullet,Model - 286QBS,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 4,Slides - 1,Fresh water tank - 40.0 gal,Length - 29.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","CD Player,AM/FM Radio,TV,DVD Player","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",23.0ft,"Sacramento, CA",NICE SMALL TRAILER FOR COUPLE OR FAMILY ...,"$1,900",$100,$700,"Year - 2016,Manufacturer - Forest River RV,Make - Cherokee Grey Wolf,Model - 23BD,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Slides - 1,Fresh water tank - 30.0 gal,Length - 23.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",26.0ft,"Sacramento, CA","2016 Model Grey Wolf Travel Trailer, Awe...","$1,200",$100,$700,"Year - 2016,Manufacturer - Grey Wolf,Make - Grey Wolf,Model - 26BH,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 40.0 gal,Length - 26.0 ft,Height - 11.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",35.0ft,"Sacramento, CA",Luxury Lacrosse Camper RV Rental 35',"$2,500",$150,"$1,000","Year - 2017,Manufacturer - Prime Time RV,Make - LaCrosse,Model - 335BHT,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 3,Fresh water tank - 48.0 gal,Length - 35.0 ft,Height - 12.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"91.2 miles from San Jose, CA","CD Player,TV,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",26.0ft,"Sacramento, CA",Hideout 26 Camping Travel Trailer,"$1,200",$120,$700,"Year - 2017,Manufacturer - Keystone RV,Make - Hideout,Model - 26RLS,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 26.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Sacramento, CA",2018 Forest River RV Cherokee Grey Wolf ...,"$3,825",$150,$945,"Year - 2018,Manufacturer - Forest River RV,Make - Cherokee Grey Wolf,Model - Cherokee 32',Class - Travel Trailer,Sleeps - 7,Length - 32.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"97.6 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",31.0ft,"Fair Oaks, CA",Prepare To Be Pampered With This Incredi...,,$139,$800,"Year - 2019,Manufacturer - Heartland,Make - Wilderness,Model - 2775RB,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Slides - 2,Fresh water tank - 48.0 gal,Length - 31.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Strict,"91.2 miles from San Jose, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",31.0ft,"Sacramento, CA",new arrival to our rental fleet for the ...,$400,$189,"$1,300","Year - 2015,Manufacturer - Winnebago,Make - Spirit,Model - 31,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Slides - 1,Fresh water tank - 40.0 gal,Length - 31.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Bathroom Sink,Toilet",Strict,"91.2 miles from San Jose, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",23.0ft,"Sacramento, CA","Freedom Elite 23', Feel a Freedom....","$3,000",$125,"$1,050","Year - 2013,Manufacturer - Thor,Make - Freedom Elite,Model - 23,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Fresh water tank - 30.0 gal,Length - 23.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2013
