bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Bathroom Sink,Toilet",Standard,"7.1 miles from Las Vegas, NV","CD Player,AM/FM Radio","Microwave,Refrigerator,Kitchen Sink,Range (Stove)",27ft,"North Las Vegas, NV",2002 Kit Extreme,,$95,$690,"Year - 2002,Manufacturer - Kit,Make - Extreme,Class - Travel Trailer,Sleeps - 8,Length - 27.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2002
"Shower,Toilet,Bathroom Sink",Standard,"1.0 miles from Las Vegas, NV","DVD Player,AM/FM Radio,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",31ft,"Las Vegas, NV",2004 Geogieboy Landau,"$4,310",$169,"$1,065","Year - 2004,Manufacturer - Geogieboy,Make - Landau,Class - Class A Motor Home,Sleeps - 6,Length - 31.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2004
"Shower,Bathroom Sink,Toilet",Standard,"9.3 miles from Las Vegas, NV","CD Player,AM/FM Radio,TV","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",34ft,"Las Vegas, NV",Home away from home!,,$150,"$1,200","Year - 2001,Manufacturer - Tiffin,Make - Allegro Bay,Class - Class A Motor Home,Sleeps - 4,Length - 34.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2001
"Shower,Toilet,Bathroom Sink",Standard,"6.5 miles from Las Vegas, NV","DVD Player,CD Player,iPod Docking Station,AM/FM Radio,TV","Refrigerator,Slide Out,Range (Stove)",23ft,"Las Vegas, NV",2004 Advantage 1999 Ultimate Advantage,"$3,290",$129,$813,"Year - 2004,Manufacturer - Advantage,Make - 1999 Ultimate Advantage,Class - Class C Motor Home,Sleeps - 3,Length - 23.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2004
,Standard,"0.0 miles from Las Vegas, NV",,,17.0ft,"Las Vegas, NV",Cassidy - Volkswagen Eurovan Full Camper,,$225,"$1,435","Year - 1999,Manufacturer - Volkswagen,Make - Eurovan,Model - Full Camper,Class - Class B Camping Van,Sleeps - 4,Total Number of Beds - 2,Number of Bunk Beds - 2,Fresh water tank - 20.0 gal,Length - 17.0 ft",4,,Class B Camping Van,1999
"Shower,Toilet,Bathroom Sink",Standard,"11.0 miles from Las Vegas, NV","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",40.0ft,"Las Vegas, NV",2000 Country Coach Inspire 360 Intregue,"$7,880",$500,"$3,000","Year - 2000,Manufacturer - Country Coach,Make - Inspire 360,Model - Intregue,Class - Class A Motor Home,Sleeps - 4,Total Number of Beds - 2,Slides - 1,Fresh water tank - 130.0 gal,Length - 40.0 ft,Height - 12.3 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2000
,Standard,"0.0 miles from Las Vegas, NV",,,16.0ft,"Las Vegas, NV",Pinky - Volkswagen Vanagon Camper,,$185,,"Year - 1984,Manufacturer - Volkswagen,Make - Vanagon,Model - Camper,Class - Class B Camping Van,Sleeps - 4,Total Number of Beds - 2,Number of Bunk Beds - 2,Fresh water tank - 10.0 gal,Length - 16.0 ft",4,,Class B Camping Van,1984
"Shower,Toilet,Bathroom Sink",Standard,"6.2 miles from Las Vegas, NV","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",35ft,"Las Vegas, NV",Therapy Sessions,"$3,445",$125,"$1,150","Year - 2004,Manufacturer - Tiffin,Make - Allegro,Class - Class A Motor Home,Sleeps - 6,Fresh water tank - 75.0 gal,Length - 35.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2004
"Shower,Toilet,Bathroom Sink",Standard,"2.3 miles from Las Vegas, NV","TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",38ft,"Las Vegas, NV",Land Yacht,,$400,"$1,800","Year - 1997,Manufacturer - Safari,Make - Serengeti,Class - Class A Motor Home,Sleeps - 4,Fresh water tank - 90.0 gal,Length - 38.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,1997
"Bathroom Sink,Shower,Toilet",Standard,"8.7 miles from Las Vegas, NV","CD Player,DVD Player,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",35.0ft,"Las Vegas, NV",Super Cruiser Family RV,,$179,"$1,253","Year - 1999,Manufacturer - Forest River RV,Make - Georgetown,Model - 379TS,Class - Class A Motor Home,Sleeps - 4,Slides - 1,Length - 35.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,1999
Toilet,Strict,"10.6 miles from Las Vegas, NV","DVD Player,TV","Range (Stove),Refrigerator,Kitchen Sink,Microwave",19.0ft,"Henderson, NV",AWESOME RETRO CAMPER! FULLY STOCKED & LO...,"$3,902",$153,$964,"Year - 1994,Manufacturer - Chevy G30,Make - Chevrolet,Model - G30,Class - Class B Camping Van,Sleeps - 3,Total Number of Beds - 2,Fresh water tank - 20.0 gal,Length - 19.0 ft,Height - 9.0 ft",3,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class B Camping Van,1994
"Shower,Toilet,Bathroom Sink",Standard,"3.7 miles from Las Vegas, NV","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",36.0ft,"Las Vegas, NV",2003 Holiday Rambler Neptune 36 PFT,"$7,650",$300,"$1,890","Year - 2003,Manufacturer - Holiday Rambler,Make - Neptune,Model - 36 PFT,Class - Class A Motor Home,Sleeps - 4,Total Number of Beds - 2,Slides - 2,Length - 36.0 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2003
"Shower,Bathroom Sink,Toilet",Standard,"5.6 miles from Las Vegas, NV","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",40ft,"Las Vegas, NV",Lori's Ride & Glide,"$7,000",$232,"$1,625","Year - 1999,Class - Class A Motor Home,Sleeps - 4,Fresh water tank - 50.0 gal,Length - 40.0 ft",4,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class A Motor Home,1999
"Shower,Toilet,Bathroom Sink",Standard,"85.4 miles from Las Vegas, NV","CD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27ft,"Kingman, AZ",2004 Keystone Springdale,"$2,270",$89,$561,"Year - 2004,Manufacturer - Keystone,Make - Springdale,Class - Fifth Wheel,Sleeps - 4,Length - 27.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2004
"Shower,Bathroom Sink,Toilet",Standard,"83.2 miles from Las Vegas, NV","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",24ft,"Golden Valley, AZ",Fleetwood Wilderness,"$2,000",$100,$600,"Year - 2000,Manufacturer - Fleetwood,Make - Wilderness,Class - Fifth Wheel,Sleeps - 7,Length - 24.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2000
"Shower,Toilet,Bathroom Sink",Standard,"79.3 miles from Las Vegas, NV","AM/FM Radio,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",40.0ft,"Bullhead City, AZ",1986 Fleetwood Southwind LB,"$5,100",$110,"$1,260","Year - 1986,Manufacturer - Fleetwood RV,Make - Southwind,Model - 37FP,Class - Class A Motor Home,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 250.0 gal,Length - 40.0 ft,Height - 12.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,1986
,Standard,"14.6 miles from Denver, CO",,"Range (Stove),Refrigerator,Slide Out",22ft,"Broomfield, CO",Pop up for rent with double king size be...,"$100,000",$390,"$2,500","Year - 1998,Manufacturer - Coleman,Make - Fleetwood-Double King,Class - Folding Trailer,Sleeps - 8,Fresh water tank - 15.0 gal,Length - 22.0 ft",8,,Folding Trailer,1998
"Shower,Toilet,Bathroom Sink",Strict,"6.3 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",34.0ft,"Denver, CO","This RV is comfortable, fun to drive, an...","$3,465",$165,$990,"Year - 2004,Manufacturer - Jayco,Make - Greyhawk,Model - 31SS,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 4,Fresh water tank - 120.0 gal,Length - 34.0 ft,Height - 13.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2004
"Shower,Toilet,Bathroom Sink",Standard,"97.4 miles from Denver, CO","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35ft,"Cheyenne, WY",2016 Forest river Heritage glen 299re,"$2,780",$109,$687,"Year - 2016,Manufacturer - Forest river,Make - Heritage glen 299re,Class - Travel Trailer,Sleeps - 5,Length - 35.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"57.1 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",40ft,"Florissant, CO",5ft Wheel 2014 Forest River Cardinal 34...,"$4,500",$200,"$1,300","Year - 2014,Manufacturer - Forest River-California,Make - Cardinal 3450,Class - Fifth Wheel,Sleeps - 4,Fresh water tank - 150.0 gal,Length - 40.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2014
"Shower,Toilet,Bathroom Sink",Standard,"59.1 miles from Denver, CO","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33.0ft,"Colorado Springs, CO",2015 Keystone Sprinter 302RLS,"$2,652",$104,$655,"Year - 2015,Manufacturer - Keystone RV,Make - Sprinter,Model - 302RLS,Class - Travel Trailer,Sleeps - 4,Slides - 2,Length - 33.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Bathroom Sink,Toilet",Strict,"58.7 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Microwave,Slide Out,Refrigerator,Kitchen Sink",18.0ft,"Fort Collins, CO",Blue Bella Sleeps 4 PLUS CAMPSITES AVAIL...,"$2,500",$125,$700,"Year - 2017,Manufacturer - Winnebago Industries Towables,Make - Winnie Drop,Model - 170K,Class - Travel Trailer,Sleeps - 4,Number of Bunk Beds - 2,Slides - 1,Length - 18.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Flexible,"25.6 miles from Denver, CO","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",29ft,"Castle Rock, CO",2016 Jayco Jayflight 264BHW,"$3,000",$125,$600,"Year - 2016,Manufacturer - Jayco,Make - Jayflight 264BHW,Class - Travel Trailer,Sleeps - 6,Fresh water tank - 42.0 gal,Length - 29.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Strict,"58.7 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",18.0ft,"Fort Collins, CO",Blue Thunder Sleeps 4 PLUS CAMPSITES AVA...,,$125,$700,"Year - 2017,Manufacturer - Winnebago Industries Towables,Make - Winnie Drop,Model - 170K,Class - Travel Trailer,Sleeps - 4,Number of Bunk Beds - 2,Slides - 1,Length - 18.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Flexible,"50.5 miles from Denver, CO","TV,AM/FM Radio,DVD Player,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Greeley, CO",Light weight... Sleeps 8... FUN! FUN! FU...,"$2,660",$115,$735,"Year - 2017,Manufacturer - Forest River RV,Make - Wildwood Heritage Glen Hyper-Lyte,Model - 24BHHL,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Slides - 1,Length - 27.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"21.2 miles from Denver, CO","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Erie, CO",2016 Kodiak by Dutchmen Bunk House,"$4,300",$160,"$1,150","Year - 2016,Manufacturer - Dutchmen RV,Make - Kodiak Express,Model - 286BHSL,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 52.0 gal,Length - 31.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"7.0 miles from Denver, CO",,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26ft,"Lakewood, CO",2008 Dutchmen Four Winds,"$2,270",$89,$561,"Year - 2008,Manufacturer - Dutchmen,Make - Four Winds,Class - Travel Trailer,Sleeps - 6,Length - 26.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
"Shower,Toilet,Bathroom Sink",Standard,"31.8 miles from Denver, CO","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"Boulder, CO",2020 Thor Motor Coach Hurricane 34J,"$8,925",$350,"$2,205","Year - 2020,Manufacturer - Thor Motor Coach,Make - Hurricane,Model - 34J,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 1,Length - 35.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2020
"Shower,Toilet",Standard,"20.9 miles from Denver, CO","DVD Player,TV,CD Player,AM/FM Radio","Kitchen Sink,Refrigerator,Microwave,Range (Stove)",20.0ft,"Parker, CO",2017 Winnebago Micro Minnie 1700BH,"$2,907",$120,$718,"Year - 2017,Manufacturer - Winnebago Industries Towables,Make - Micro Minnie,Model - 1700BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 2,Fresh water tank - 20.0 gal,Length - 20.0 ft,Height - 9.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Bathroom Sink,Toilet",Standard,"29.4 miles from Denver, CO","CD Player,TV,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",22.0ft,"Longmont, CO",RV getaway! 2012 Coachmen!,"$2,397",$135,$700,"Year - 2012,Manufacturer - Coachmen RV,Make - Freedom Express LTZ,Model - 191RB,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Fresh water tank - 30.0 gal,Length - 22.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Toilet,Bathroom Sink",Standard,"38.9 miles from Denver, CO","TV,DVD Player,AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24.0ft,"Berthoud, CO",2015 Jayco X213 X213,"$2,652",$104,$655,"Year - 2015,Manufacturer - Jayco,Make - Jay Feather Ultra Lite,Model - X213,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 25.0 gal,Length - 24.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"6.2 miles from Denver, CO","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"Englewood, CO",Full-Time Living Luxury RV with Goosenec...,"$1,770",$79,$498,"Year - 2005,Manufacturer - Peterson,Make - Excel Classic,Model - 33RSE,Class - Fifth Wheel,Sleeps - 4,Total Number of Beds - 2,Slides - 3,Fresh water tank - 30.0 gal,Length - 35.0 ft,Height - 12.5 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2005
"Shower,Toilet,Bathroom Sink",Standard,"56.5 miles from Denver, CO","DVD Player,AM/FM Radio,CD Player,TV","Kitchen Sink,Microwave,Range (Stove),Refrigerator,Slide Out",30.0ft,"Colorado Springs, CO",2018 Hideout 272LHS,"$2,850",$115,$700,"Year - 2018,Manufacturer - Keystone RV,Make - Hideout,Model - 272LHS,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Fresh water tank - 43.0 gal,Length - 30.0 ft,Height - 11.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2018
"Bathroom Sink,Shower,Toilet",Standard,"0.0 miles from Denver, CO","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",28.0ft,"Denver, CO",2012 Airstream International Signature,"$9,000",$350,"$2,100","Year - 2012,Manufacturer - Airstream RV,Make - International,Model - 27FB,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Length - 28.0 ft,Height - 9.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Toilet,Bathroom Sink",Standard,"8.4 miles from Denver, CO","DVD Player,TV,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Littleton, CO",2010 Fleetwood Tioga M31,"$3,995",$199,"$1,275","Year - 2010,Manufacturer - Fleetwood RV,Make - Tioga,Model - 31M,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Slides - 2,Fresh water tank - 35.0 gal,Length - 32.0 ft,Height - 11.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2010
"Shower,Bathroom Sink,Toilet",Standard,"41.2 miles from Denver, CO","CD Player,iPod Docking Station,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",30.0ft,"Platteville, CO",2019 Coleman Lantern 263bh,"$2,800",$115,$700,"Year - 2019,Manufacturer - Dutchmen RV,Make - Coleman Lantern Series,Model - 263BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Slides - 1,Fresh water tank - 55.0 gal,Length - 30.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"20.1 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",32.0ft,"Erie, CO",2019 Jayco Redhawk 29XK,"$5,300",$220,"$1,400","Year - 2019,Manufacturer - Jayco,Make - Redhawk,Model - 29XK,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 1,Length - 32.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"50.5 miles from Denver, CO","DVD Player,AM/FM Radio,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24.0ft,"Greeley, CO",2018 Mercedes Prism class c motor home ,"$4,500",$180,"$1,120","Year - 2018,Manufacturer - Coachmen RV,Make - Prism,Model - 2200 FS,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 5,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 30.0 gal,Length - 24.0 ft,Height - 11.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"8.1 miles from Denver, CO","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37ft,"Arvada, CO",2017 Tracer 3200 Bht,"$3,100",$125,$800,"Year - 2017,Manufacturer - Tracer,Make - 3200 Bht,Class - Travel Trailer,Sleeps - 10,Length - 37.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Bathroom Sink,Toilet",Standard,"13.7 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",34.0ft,"Arvada, CO",Pet Friendly 2018 Grand Design Imagine,"$4,250",$175,"$1,000","Year - 2018,Manufacturer - Grand Design,Make - Imagine,Model - 2970RL,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 2,Slides - 2,Length - 34.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"56.4 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",28.0ft,"Colorado Springs, CO",Special Rate for Medical/1st Responders ...,"$2,100",$105,$600,"Year - 2017,Manufacturer - Heartland,Make - Mallard,Model - 245,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 2,Slides - 1,Length - 28.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
,Strict,"9.7 miles from Denver, CO",,,22.0ft,"Golden, CO",Jayco 19XUD,"$3,544",$157,$984,"Year - 2018,Manufacturer - Jayco,Make - Jay Feather,Model - 19XUD,Class - Travel Trailer,Sleeps - 6,Length - 22.0 ft",6,,Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"17.8 miles from Denver, CO","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",37.0ft,"Louviers, CO","2018 Toy Hauler ""Deluxe"" w/ Rare Party ...","$5,250",$199,"$1,250","Year - 2018,Manufacturer - Heartland,Make - Torque,Model - TQ T32,Class - Toy Hauler,Sleeps - 6,Total Number of Beds - 2,Slides - 1,Fresh water tank - 110.0 gal,Length - 37.0 ft,Height - 13.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2018
"Shower,Toilet,Bathroom Sink",Standard,"6.3 miles from Denver, CO","CD Player,TV,AM/FM Radio,DVD Player","Range (Stove),Refrigerator,Kitchen Sink,Slide Out,Microwave",28ft,"Englewood, CO",My Machine is Perfect for Your Next Geta...,"$4,000",$179,"$1,250","Year - 2015,Manufacturer - Jayco,Make - jay flight 28 BHBE,Class - Travel Trailer,Sleeps - 6,Length - 28.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"24.3 miles from Denver, CO","TV,DVD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.0ft,"Bennett, CO",2017 Winnebago Minnnie Winnie 25B,"$6,570",$239,"$1,603","Year - 2017,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 25B,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Fresh water tank - 40.0 gal,Length - 26.0 ft,Height - 11.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
Shower,Standard,"11.9 miles from Denver, CO","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Range (Stove),Slide Out",18.0ft,"Littleton, CO",Pop up camper - 2016 Starcraft Comet 122...,"$2,500",$145,$650,"Year - 2016,Manufacturer - Starcraft,Make - Comet,Model - 1224,Class - Pop-up Camper,Sleeps - 7,Slides - 3,Length - 18.0 ft,Height - 4.0 ft",7,Hot & Cold Water Supply,Pop-up Camper,2016
,Standard,"19.7 miles from Denver, CO",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",19.7ft,"Evergreen, CO",2017 Dodge Promaster OA1,"$5,250",$195,"$1,365","Year - 2017,Manufacturer - dodge promaster,Make - Summit,Model - OA1,Class - Class B Camping Van,Sleeps - 4,Length - 19.7 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2017
"Shower,Toilet,Bathroom Sink",Strict,"9.7 miles from Denver, CO","CD Player,DVD Player,AM/FM Radio,TV","Refrigerator,Range (Stove),Kitchen Sink,Microwave",24.0ft,"Golden, CO",Jayco X213,"$4,050",$188,"$1,125","Year - 2018,Manufacturer - Jayco,Make - Jay Feather,Model - X213,Class - Travel Trailer,Sleeps - 7,Number of Bunk Beds - 2,Slides - 1,Length - 24.0 ft,Height - 10.0 ft",7,In Dash Air Conditioning,Travel Trailer,2018
,Strict,"9.7 miles from Denver, CO",,,22.0ft,"Golden, CO",Forest River Apex Nano 193BHS,"$3,544",$183,$984,"Year - 2019,Manufacturer - Coachmen RV,Make - Apex Nano,Model - 193BHS,Class - Travel Trailer,Sleeps - 5,Number of Bunk Beds - 2,Slides - 1,Length - 22.0 ft,Height - 10.0 ft",5,,Travel Trailer,2019
"Shower,Toilet",Standard,"7.3 miles from Denver, CO",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove)",16.0ft,"Arvada, CO",2017 Jayco Jay Flight 145RB BAJA,"$1,950",$125,$560,"Year - 2017,Manufacturer - Jayco,Make - Jay Flight SLX,Model - 145RB,Class - Travel Trailer,Sleeps - 3,Length - 16.0 ft,Height - 9.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"14.3 miles from Denver, CO","DVD Player,AM/FM Radio,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Aurora, CO",Bobbo Lu,,$119,,"Year - 2011,Manufacturer - Keystone RV,Make - Outback,Model - 320FDB,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Length - 32.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2011
"Shower,Toilet,Bathroom Sink",Standard,"4.5 miles from Denver, CO","CD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",21.0ft,"Denver, CO","Family-Friendly 21"" Lightweight Travel T...","$2,160",$90,$540,"Year - 2019,Manufacturer - Keystone RV,Make - Springdale Mini,Model - 1760BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 2,Slides - 1,Fresh water tank - 30.0 gal,Length - 21.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
,Strict,"9.7 miles from Denver, CO",,,27.0ft,"Golden, CO",Forest River Apex 24LE,"$3,848",$175,"$1,069","Year - 2019,Manufacturer - Forest River RV,Make - Coachmen,Model - Apex 24LE,Class - Travel Trailer,Sleeps - 6,Length - 27.0 ft",6,,Travel Trailer,2019
