bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Toilet,Bathroom Sink",Standard,"22.2 miles from Orlando, FL","TV,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33ft,"St. Cloud, FL",2015 Winnebago Itasca Tribute,"$4,800",$225,"$1,425","Year - 2015,Manufacturer - Winnebago,Make - Itasca tribute,Class - Class A Motor Home,Sleeps - 7,Length - 33.0 ft",7,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2015
"Shower,Toilet,Bathroom Sink",Standard,"51.3 miles from Orlando, FL","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Lakeland, FL",2013 Thor Motor Coach Chateau 31L,"$4,000",$125,"$1,000","Year - 2013,Manufacturer - Thor Motor Coach,Make - Chateau,Model - 31L,Class - Class C Motor Home,Sleeps - 5,Slides - 2,Length - 32.0 ft,Height - 130.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2013
"Toilet,Bathroom Sink,Shower",Standard,"21.6 miles from Orlando, FL","DVD Player,AM/FM Radio,CD Player,TV","Slide Out,Microwave,Range (Stove),Refrigerator,Kitchen Sink",33.0ft,"Saint Cloud, FL",2016 Primetime Avenger,"$2,900",$120,$750,"Year - 2016,Manufacturer - Prime Time RV,Make - Avenger,Model - 28DBS,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 25.0 gal,Length - 33.0 ft,Height - 11.0 ft",9,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Strict,"75.0 miles from Orlando, FL","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",35.0ft,"Tampa, FL",SANITIZED / DISINFECTED WITH MICROBAN PR...,"$1,999",$99,$600,"Year - 2018,Manufacturer - Forest River RV,Make - Heritage Glen LTZ,Model - 282RK,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Slides - 1,Length - 35.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"59.1 miles from Orlando, FL","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",25.0ft,"Ormond Beach, FL",Glamping here we come !!!,"$5,200",$178,"$1,240","Year - 2018,Manufacturer - Thor Motor Coach,Make - Synergy,Model - SP24,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 2,Number of Bunk Beds - 1,Slides - 2,Length - 25.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Strict,"77.1 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Electric City, WA",2018 Forest River Cherokee Greywolf,"$3,800",$149,$939,"Year - 2018,Manufacturer - Forest River RV,Make - Cherokee Grey Wolf,Model - 26BH,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 2,Length - 29.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Strict,"97.4 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",24.0ft,"Moses Lake, WA",2018 Keystone Springdale 201 RDWE,,$145,$710,"Year - 2018,Manufacturer - Keystone RV,Make - Springdale,Model - 201RDWE,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Fresh water tank - 60.0 gal,Length - 24.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"94.8 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24ft,"Moses Lake, WA",2019 Coleman Lantern,"$3,035",$129,$850,"Year - 2019,Manufacturer - Coleman,Make - Lantern,Class - Travel Trailer,Sleeps - 6,Fresh water tank - 60.0 gal,Length - 24.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Bathroom Sink,Shower,Toilet",Standard,"97.4 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",28.0ft,"Moses Lake, WA",Keystone Coleman Lantern Series Bunkhous...,,$145,$810,"Year - 2016,Manufacturer - Dutchmen RV,Make - Coleman Lantern Series,Model - 274BHSWE,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 60.0 gal,Length - 28.0 ft,Height - 10.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"62.2 miles from Spokane, WA","CD Player,AM/FM Radio,DVD Player,TV","Refrigerator,Kitchen Sink,Slide Out,Range (Stove),Microwave",39.0ft,"Princeton, ID",2018 Palomino Puma Unleashed 384-FQS,"$3,672",$144,$907,"Year - 2018,Manufacturer - Palomino,Make - Puma Unleashed,Model - 384-FQS,Class - Fifth Wheel,Sleeps - 4,Slides - 1,Length - 39.0 ft,Height - 148.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2018
,Flexible,"94.9 miles from Spokane, WA",,,11.0ft,"Moses Lake, WA",2019 Jump Box,"$1,275",$50,$315,"Year - 2019,Manufacturer - Harbor Freight,Make - Haul Master,Model - Super Duty,Class - Travel Trailer,Sleeps - 2,Total Number of Beds - 1,Length - 11.0 ft,Height - 6.0 ft",2,Roof Air Conditioning,Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Strict,"97.4 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Slide Out,Microwave",26.0ft,"Moses Lake, WA",2016 Wildwood by ForestRiver,,$145,$810,"Year - 2016,Manufacturer - Forest River RV,Make - Wildwood,Model - 23RBS,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Slides - 2,Fresh water tank - 60.0 gal,Length - 26.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"56.6 miles from Spokane, WA","TV,iPod Docking Station,CD Player,AM/FM Radio,DVD Player","Kitchen Sink,Microwave,Range (Stove),Slide Out,Refrigerator",28.0ft,"Pinehurst, ID",2013 Kodiak 283Bshl,"$2,500",$95,$615,"Year - 2013,Manufacturer - Dutchmen RV,Make - Kodiak,Model - 283BHSL Express,Class - Travel Trailer,Sleeps - 11,Number of Bunk Beds - 4,Slides - 1,Length - 28.0 ft,Height - 10.0 ft",11,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2013
,Standard,"65.2 miles from Spokane, WA",,"Range (Stove),Slide Out,Refrigerator,Kitchen Sink",20.0ft,"Pullman, WA",Trailer McTrailer-face,,$99,,"Year - 2007,Manufacturer - Fleetwood RV,Make - Discovery LXE,Model - 40X,Class - Pop-up Camper,Sleeps - 6,Length - 20.0 ft",6,Hot & Cold Water Supply,Pop-up Camper,2007
"Shower,Toilet,Bathroom Sink",Strict,"95.6 miles from Spokane, WA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37.0ft,"Moses Lake, WA",RV Super C-Diesel: Road Trip/Camping in ...,"$6,500",$235,"$1,610","Year - 2007,Manufacturer - Jayco,Make - Seneca HD,Model - 36FS,Class - Class C Motor Home,Sleeps - 10,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 45.0 gal,Length - 37.0 ft,Height - 7.5 ft",10,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2007
"Shower,Toilet,Bathroom Sink",Standard,"90.9 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Lewiston, ID",Sippin' On The Snake,"$2,780",$109,$687,"Year - 2018,Manufacturer - Keystone RV,Make - Cougar X-Lite,Model - 29BHS,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 1,Slides - 1,Length - 29.0 ft,Height - 136.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"68.4 miles from Spokane, WA","TV,DVD Player,CD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",27.0ft,"Sandpoint, ID",2016 Coleman Lantern Series,"$2,780",$109,$687,"Year - 2016,Manufacturer - Dutchmen RV,Make - Coleman Lantern LT Series,Model - 17BHWE,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 60.0 gal,Length - 27.0 ft,Height - 8.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"68.2 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",19.0ft,"Moscow, ID",Get Away in the Minnie Winne!,"$1,700",$100,$550,"Year - 2015,Manufacturer - Winnebago Industries Towables,Make - Minnie,Model - 1801 FB,Class - Travel Trailer,Sleeps - 3,Total Number of Beds - 2,Fresh water tank - 25.0 gal,Length - 19.0 ft,Height - 10.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Strict,"66.2 miles from Spokane, WA","DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Keller, WA",2012 Komfort Travel Trailer,"$3,570",$140,$882,"Year - 2012,Manufacturer - Komfort,Make - Komfort,Model - Komfort,Class - Travel Trailer,Sleeps - 5,Length - 29.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Toilet,Bathroom Sink",Standard,"87.4 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Clarkston, WA",2019 Springdale Tailgator,"$2,500",$135,$750,"Year - 2019,Manufacturer - Keystone RV,Make - Springdale,Model - 32TH,Class - Toy Hauler,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Fresh water tank - 100.0 gal,Length - 32.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2019
"Shower,Toilet,Bathroom Sink",Standard,"97.0 miles from Spokane, WA","TV,AM/FM Radio,DVD Player,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Othello, WA",2015 Coachman Freelander,"$5,330",$209,"$1,317","Year - 2015,Manufacturer - Coachmen RV,Make - Freelander,Model - 29KS Chevy 4500,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Slides - 1,Fresh water tank - 50.0 gal,Length - 31.0 ft,Height - 11.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Toilet,Bathroom Sink",Flexible,"70.9 miles from Spokane, WA","TV,CD Player,AM/FM Radio,DVD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",28.0ft,"Troy, ID",Primetime Avenger - Fully-Loaded for Cam...,"$1,195",$79,$349,"Year - 2014,Manufacturer - Prime Time RV,Make - Avenger,Model - 26BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 48.0 gal,Length - 28.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Shower,Toilet,Bathroom Sink",Standard,"90.0 miles from Spokane, WA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28.0ft,"Lewiston, ID",2005 Keystone Sprinter,"$2,340",$90,$585,"Year - 2005,Manufacturer - Keystone RV,Make - Sprinter,Model - 242RKS,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Fresh water tank - 60.0 gal,Length - 28.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2005
"Shower,Toilet,Bathroom Sink",Strict,"92.3 miles from Spokane, WA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"Lewiston, ID",Home away from Home,"$2,970",$110,$732,"Year - 2011,Manufacturer - Keystone,Make - Copper Canyon,Model - 292FWBHS,Class - Fifth Wheel,Sleeps - 9,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 46.0 gal,Length - 35.0 ft,Height - 13.5 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2011
"Shower,Toilet,Bathroom Sink",Standard,"30.0 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37ft,"Coeur d'Alene, ID",2017 Keystone Sprinter widebody,"$3,800",$149,$939,"Year - 2017,Manufacturer - Keystone,Make - Sprinter widebody,Class - Fifth Wheel,Sleeps - 10,Length - 37.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2017
"Shower,Toilet,Bathroom Sink",Standard,"23.9 miles from Spokane, WA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",30ft,"Post Falls, ID",2006 Coachman Cascade,"$2,270",$95,$561,"Year - 2006,Manufacturer - Coachman,Make - Cascade,Class - Travel Trailer,Sleeps - 9,Length - 30.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2006
"Shower,Toilet,Bathroom Sink",Standard,"40.1 miles from Spokane, WA","CD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",26.0ft,"Newport, WA",Casual Camping Comfort,"$2,000",$85,$510,"Year - 2008,Manufacturer - Jayco,Make - Jay Flight,Model - 26BH,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Length - 26.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
"Shower,Bathroom Sink,Toilet",Standard,"95.1 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",34.0ft,"Moses Lake, WA",Amazing RV!,,$120,$800,"Year - 2016,Manufacturer - Jayco,Make - Jay Flight,Model - 29BHDS,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 3,Slides - 2,Length - 34.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"31.1 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33.0ft,"Hayden, ID",2018 Forest River RV Stealth FQ2715,"$4,463",$175,"$1,103","Year - 2018,Manufacturer - Forest River RV,Make - Stealth,Model - FQ2715,Class - Toy Hauler,Sleeps - 6,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 150.0 gal,Length - 33.0 ft,Height - 147.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2018
"Shower,Toilet,Bathroom Sink",Standard,"30.0 miles from Spokane, WA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",38.0ft,"Coeur d'Alene, ID",Lovely Times on my RV!,"$2,900",$150,$840,"Year - 2007,Manufacturer - Forest River RV,Make - Cedar Creek,Model - 34RE,Class - Fifth Wheel,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 3,Slides - 3,Length - 38.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2007
"Shower,Toilet,Bathroom Sink",Standard,"92.0 miles from Spokane, WA","TV,CD Player,AM/FM Radio,DVD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Slide Out",23.0ft,"Moses Lake, WA",2018 Sonic 231VRL,"$2,907",$114,$718,"Year - 2018,Manufacturer - Venture RV,Make - Sonic,Model - SN231VRL,Class - Travel Trailer,Sleeps - 4,Slides - 1,Length - 23.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"30.4 miles from Spokane, WA","TV,DVD Player,AM/FM Radio,CD Player","Range (Stove),Microwave,Kitchen Sink,Refrigerator,Slide Out",28ft,"Hayden, ID",Your Adventure Starts Here,"$6,000",$400,"$2,000","Year - 2018,Manufacturer - Thor,Make - Fourwinds 28Z,Class - Class C Motor Home,Sleeps - 6,Length - 28.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning,In Dash Air Conditioning",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"62.5 miles from Orlando, FL","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",28.0ft,"Ocala, FL",2019 PrimeTime Avenger 26BH,"$2,000",$104,$624,"Year - 2019,Manufacturer - Prime Time RV,Make - Avenger,Model - 26BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 2,Length - 28.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Bathroom Sink,Toilet",Standard,"20.9 miles from Orlando, FL","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",35.0ft,"Saint Cloud, FL",Great Time for Family Fun!,,$245,"$1,250","Year - 2014,Manufacturer - Thor Motor Coach,Make - Windsport,Model - 34J,Class - Class A Motor Home,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 35.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2014
"Shower,Toilet,Bathroom Sink",Standard,"43.3 miles from Orlando, FL","TV,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32ft,"Rockledge, FL",2019 Keystone Passport 292BH SL Series,"$2,907",$114,$718,"Year - 2019,Manufacturer - Keystone,Make - Passport 292BH SL Series,Class - Travel Trailer,Sleeps - 8,Length - 32.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"40.4 miles from Orlando, FL","TV,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33.0ft,"Winter Haven, FL",Avoid the crowds! Rent this private RV!,"$2,780",$109,$687,"Year - 2018,Manufacturer - Coachmen RV,Make - Catalina Legacy,Model - 293QBCK,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 7,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 44.0 gal,Length - 33.0 ft,Height - 133.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"70.9 miles from Orlando, FL",TV,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Land O' Lakes, FL",2018 Forest river Wildcat,"$2,940",$98,$686,"Year - 2018,Manufacturer - Forest River RV,Make - Wildcat,Model - 29RLX,Class - Fifth Wheel,Sleeps - 4,Total Number of Beds - 2,Slides - 3,Fresh water tank - 120.0 gal,Length - 32.0 ft,Height - 12.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2018
"Shower,Toilet,Bathroom Sink",Standard,"22.8 miles from Orlando, FL","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37.0ft,"Clermont, FL",Vacation on wheels,"$7,625",$350,"$2,195","Year - 2018,Manufacturer - Forest River RV,Make - Georgetown 5 Series,Model - 36B5,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 3,Length - 37.0 ft,Height - 12.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"50.5 miles from Orlando, FL","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Lakeland, FL",Bunk House Camper for the Family,"$2,500",$99,$650,"Year - 2018,Manufacturer - Prime Time RV,Make - Avenger ATI,Model - 27DBS,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Slides - 1,Fresh water tank - 40.0 gal,Length - 32.0 ft,Height - 10.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
