bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Bathroom Sink,Toilet",Standard,"18.6 miles from Austin, TX","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",30.0ft,"Kyle, TX",Texas Tiki Hut,"$2,500",$105,$695,"Year - 2014,Manufacturer - Forest River RV,Make - Salem,Model - 30QBSS,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 7,Number of Bunk Beds - 4,Slides - 1,Length - 30.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Shower,Toilet,Bathroom Sink",Standard,"9.1 miles from Austin, TX","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",25.0ft,"Austin, TX",Real Fun coming your way with our 2019 R...,,$99,,"Year - 2019,Manufacturer - Forest River RV,Make - Rockwood Mini Lite,Model - 2509S,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Length - 25.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"12.1 miles from Austin, TX","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",21.0ft,"Buda, TX",Ready for Adventure!,"$1,550",$115,$600,"Year - 2019,Manufacturer - Winnebago Industries Towables,Make - Micro Minnie,Model - 2100BH,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 25.0 gal,Length - 21.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet",Strict,"9.9 miles from Austin, TX","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",21ft,"Austin, TX",2020 Jayco 184BS,"$2,800",$95,$650,"Year - 2020,Manufacturer - Jayco,Make - Jay Flight SLX 7,Model - 184BS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 2,Slides - 1,Fresh water tank - 20.0 gal,Length - 21.0 ft",5,"In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"20.1 miles from Anchorage, AK","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Anchorage, AK",Affordable Alaskan Luxery,"$6,350",$249,"$1,743","Year - 2020,Manufacturer - Gulf Stream RV,Make - Conquest Traditional C,Model - 63111,Class - Class C Motor Home,Sleeps - 8,Number of Bunk Beds - 2,Length - 32.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2020
"Shower,Toilet,Bathroom Sink",Strict,"3.6 miles from Anchorage, AK","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",25.0ft,"Anchorage, AK",2007-25' Four Winds Majestic 23A 2507,,$140,$840,"Year - 2007,Manufacturer - Four Winds RV,Make - Four Winds,Model - Majestic,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Length - 25.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2007
"Shower,Toilet,Bathroom Sink",Strict,"23.7 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Anchorage, AK",Ultra Lite Delite!,"$3,570",$140,$882,"Year - 2013,Manufacturer - Jayco,Make - Jay Feather Ultra LT,Model - 19H,Class - Travel Trailer,Sleeps - 8,Length - 24.0 ft",8,Hot & Cold Water Supply,Travel Trailer,2013
"Shower,Toilet,Bathroom Sink",Flexible,"21.9 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Wasilla, AK",2007 Winnebago Chalet,"$4,056",$169,"$1,065","Year - 2007,Manufacturer - Winnebago,Make - Chalet,Model - 31C,Class - Class C Motor Home,Sleeps - 4,Length - 24.0 ft,Height - 12.0 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2007
"Shower,Toilet,Bathroom Sink",Flexible,"13.6 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"Eagle River, AK",2008 Four Winds Chateau everything inclu...,"$7,500",$320,"$2,100","Year - 2008,Manufacturer - Four Winds RV,Make - Chateau Kodiak,Model - 36B,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 2,Length - 35.0 ft,Height - 13.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class C Motor Home,2008
"Toilet,Shower,Bathroom Sink",Standard,"6.8 miles from Anchorage, AK","CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",30ft,"Anchorage, AK",Everything You will Need for an Amazing ...,,$250,"$1,750","Year - 2006,Manufacturer - Ultra-Lite,Make - FORD E-450,Class - Class C Motor Home,Sleeps - 5,Length - 30.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2006
"Shower,Toilet,Bathroom Sink",Standard,"6.1 miles from Anchorage, AK",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Anchorage, AK",2005 Fleetwood Tioga,"$4,000",$175,"$1,150","Year - 2005,Manufacturer - Fleetwood RV,Make - Tioga,Model - 31M,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 2,Slides - 2,Length - 31.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class C Motor Home,2005
"Shower,Bathroom Sink,Toilet",Standard,"14.7 miles from Anchorage, AK","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",31ft,"Eagle River, AK",Kenai Kruser,"$5,000",$225,"$1,450","Year - 2014,Manufacturer - Winnebago,Make - Chalet 31CR,Class - Class C Motor Home,Sleeps - 7,Fresh water tank - 34.0 gal,Length - 31.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2014
"Shower,Toilet,Bathroom Sink",Standard,"31.5 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",30.0ft,"Palmer, AK",Alaskan Adventurer! 2015 Sunseeker Slee...,"$5,500",$199,"$1,395","Year - 2015,Manufacturer - Forest River RV,Make - Sunseeker,Model - 2860DS Ford,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 4,Slides - 2,Length - 30.0 ft,Height - 135.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Toilet,Bathroom Sink",Strict,"3.6 miles from Anchorage, AK","CD Player,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",26.0ft,"Anchorage, AK",2605 Fleetwood Tioga 26 ft,,$120,$700,"Year - 2005,Manufacturer - Fleetwood RV,Make - Tioga,Model - 25G,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Length - 26.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2005
"Shower,Bathroom Sink,Toilet",Standard,"2.1 miles from Anchorage, AK","CD Player,iPod Docking Station,DVD Player,AM/FM Radio,TV","Range (Stove),Microwave,Slide Out,Kitchen Sink,Refrigerator",32ft,"Anchorage, AK",Home away from Home,"$3,442",$190,$969,"Year - 2017,Class - Travel Trailer,Sleeps - 9,Fresh water tank - 40.0 gal,Length - 32.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"2.8 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Kitchen Sink,Microwave,Refrigerator,Range (Stove),Slide Out",32.0ft,"Anchorage, AK",2008 Coachmen RV Freelander 3150SS,"$5,100",$200,"$1,260","Year - 2008,Manufacturer - Coachmen RV,Make - Freelander,Model - 28SS Ford 450,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 1,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 35.0 gal,Length - 32.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2008
"Shower,Toilet,Bathroom Sink",Standard,"7.7 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Anchorage, AK",2015 winnabago Vista VE,"$6,860",$250,"$1,695","Year - 2015,Manufacturer - Winnebago,Make - Vista,Model - 31KE,Class - Class A Motor Home,Sleeps - 6,Slides - 1,Length - 31.0 ft,Height - 12.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2015
"Shower,Toilet,Bathroom Sink",Standard,"6.2 miles from Anchorage, AK","TV,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",34.0ft,"Anchorage, AK",2019 Coachmen RV Apex Ultra-Lite 300BHS,"$3,200",$145,$900,"Year - 2019,Manufacturer - Coachmen RV,Make - Apex Ultra-Lite,Model - 300BHS,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 2,Slides - 2,Length - 34.0 ft,Height - 123.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet",Standard,"5.4 miles from Anchorage, AK",AM/FM Radio,"Refrigerator,Kitchen Sink,Range (Stove)",19ft,"Anchorage, AK",2019 Winnebago Revel,"$12,000",$500,"$3,150","Year - 2019,Manufacturer - Winnebago,Make - Revel,Class - Class B Camping Van,Sleeps - 2,Length - 19.0 ft",2,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2019
"Shower,Toilet,Bathroom Sink",Standard,"5.5 miles from Anchorage, AK","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.5ft,"Anchorage, AK",Keystone RV Springdale 260SRT,"$2,780",$109,$687,"Year - 2014,Manufacturer - Keystone RV,Make - Springdale,Model - 260SRT,Class - Travel Trailer,Sleeps - 7,Length - 26.5 ft",7,"In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Shower,Bathroom Sink,Toilet",Standard,"32.9 miles from Anchorage, AK",TV,"Microwave,Range (Stove),Refrigerator,Kitchen Sink",24.0ft,"Palmer, AK",Forest River Tracer,"$3,000",$140,$875,"Year - 2017,Manufacturer - Prime Time RV,Make - Tracer Air,Model - 206AIR,Class - Travel Trailer,Sleeps - 4,Length - 24.0 ft,Height - 10.0 ft",4,Roof Air Conditioning,Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"8.3 miles from Anchorage, AK",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Anchorage, AK",2020 Dutchmen RV Coleman Lantern Series ...,"$3,035",$119,$750,"Year - 2020,Manufacturer - Dutchmen RV,Make - Coleman Lantern Series,Model - 244BHWE,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 60.0 gal,Length - 27.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"38.3 miles from Anchorage, AK","TV,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Palmer, AK",Anna,"$5,800",$200,"$1,350","Year - 2007,Manufacturer - Coachmen RV,Make - Freelander,Model - 3150SS,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 100.0 gal,Length - 32.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2007
,Flexible,"1.9 miles from Anchorage, AK",AM/FM Radio,"Range (Stove),Refrigerator",20ft,"Anchorage, AK",2016 4x4 Mercedes-Benz Camper Van,"$7,000",$300,"$2,000","Year - 2016,Manufacturer - Sprinter,Make - 2500,Class - Class B Camping Van,Sleeps - 2,Fresh water tank - 5.0 gal,Length - 20.0 ft",2,In Dash Air Conditioning,Class B Camping Van,2016
"Shower,Toilet,Bathroom Sink",Standard,"0.0 miles from Anchorage, AK","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",23.0ft,"Anchorage, AK",~ Love the Alaskan Road in Our Family Fr...,,$225,,"Year - 2014,Manufacturer - Chalet,Make - 2014,Model - 26Q,Class - Class C Motor Home,Sleeps - 1,Total Number of Beds - 1,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 1.0 gal,Length - 23.0 ft,Height - 24.0 ft",1,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class C Motor Home,2014
"Shower,Toilet,Bathroom Sink",Standard,"5.1 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",25.0ft,"Anchorage, AK",2009 Winnebago Ford Chalet,"$3,500",$175,$900,"Year - 2009,Manufacturer - Winnebago,Make - Ford,Model - Chalet,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Length - 25.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2009
"Shower,Toilet,Bathroom Sink",Flexible,"2.3 miles from Anchorage, AK","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",30ft,"Anchorage, AK","Pet-friendly, everything included",,$250,,"Year - 2011,Manufacturer - Winnebago,Make - Chalet,Class - Class C Motor Home,Sleeps - 7,Fresh water tank - 20.0 gal,Length - 30.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2011
"Shower,Toilet,Bathroom Sink",Standard,"38.1 miles from Anchorage, AK","TV,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.0ft,"Palmer, AK","FREE with every rental! camp chairs, and...","$2,970",$110,$693,"Year - 2008,Manufacturer - Jayco,Make - Jay Flight,Model - 22FB,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Length - 26.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
,Standard,"38.3 miles from Anchorage, AK","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",13.0ft,"Palmer, AK",Emma,"$2,500",$90,$600,"Year - 2015,Manufacturer - Little Guy Worldwide,Make - Little Guy,Model - 6 Wide Platform,Class - Travel Trailer,Sleeps - 2,Total Number of Beds - 1,Fresh water tank - 5.0 gal,Length - 13.0 ft,Height - 5.0 ft",2,In Dash Air Conditioning,Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Flexible,"7.9 miles from Anchorage, AK","TV,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",23.0ft,"Anchorage, AK",expandable lightweight trailer,"$2,800",$125,$750,"Year - 2007,Manufacturer - Jayco,Make - Jay Feather,Model - X23E,Class - Travel Trailer,Sleeps - 5,Length - 23.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2007
"Shower,Bathroom Sink,Toilet",Standard,"16.2 miles from Anchorage, AK","CD Player,TV,AM/FM Radio","Microwave,Refrigerator,Kitchen Sink,Slide Out,Range (Stove)",27.0ft,"Anchorage, AK",My travel trailer is your best choice fo...,"$3,250",$140,$875,"Year - 2015,Manufacturer - Keystone RV,Make - Outback Terrain Ultra Lite,Model - 250TRS,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 2,Fresh water tank - 42.0 gal,Length - 27.0 ft,Height - 11.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"14.4 miles from Austin, TX","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Austin, TX",2018 thor four winds,"$6,600",$245,"$1,545","Year - 2018,Manufacturer - Thor,Make - Four Winds,Model - 31Y,Class - Class C Motor Home,Sleeps - 8,Length - 31.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Bathroom Sink,Toilet",Strict,"3.4 miles from Austin, TX","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",21.0ft,"Austin, TX",Meet Travolta-A Lithium Powered 2019 Tra...,"$7,232",$315,"$1,918","Year - 2019,Manufacturer - Winnebago,Make - Travato,Model - 59KL,Class - Class B Camping Van,Sleeps - 3,Fresh water tank - 18.0 gal,Length - 21.0 ft,Height - 9.5 ft",3,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2019
"Shower,Toilet,Bathroom Sink",Flexible,"12.3 miles from Austin, TX","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",21.0ft,"Buda, TX",Ultra Lite Travel Trailer for small SUV ...,"$1,920",$80,$504,"Year - 2018,Manufacturer - Palomino,Make - Real-Lite Mini,Model - 178,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Slides - 1,Fresh water tank - 19.0 gal,Length - 21.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"13.7 miles from Austin, TX","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",30.0ft,"Buda, TX",2020 Jayco Jay Flight SLX 8 264BH,"$3,035",$98,$750,"Year - 2020,Manufacturer - Jayco,Make - Jay Flight SLX 8,Model - 264BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 3,Number of Bunk Beds - 2,Fresh water tank - 42.0 gal,Length - 30.0 ft,Height - 10.6 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Strict,"14.5 miles from Austin, TX","TV,AM/FM Radio","Slide Out,Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.0ft,"Round Rock, TX",2018 Winnebago Intent,"$5,160",$215,"$1,505","Year - 2018,Manufacturer - Winnebago,Make - Intent,Model - 26M,Class - Class A Motor Home,Sleeps - 5,Total Number of Beds - 1,Slides - 2,Fresh water tank - 48.0 gal,Length - 26.0 ft,Height - 12.9 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Strict,"16.0 miles from Austin, TX","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",36.0ft,"Lakeway, TX",2017 Winnebago Sunstar LX 35 B,"$8,925",$450,"$2,800","Year - 2017,Manufacturer - Winnebago,Make - Sunstar LX,Model - 35B,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 1,Slides - 3,Fresh water tank - 100.0 gal,Length - 36.0 ft,Height - 12.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2017
"Shower,Toilet",Flexible,"16.0 miles from Austin, TX","TV,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",20.0ft,"Buda, TX",Cassiopeia,"$2,270",$89,$561,"Year - 2020,Manufacturer - Coachmen RV,Make - Apex Nano,Model - 185BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 50.0 gal,Length - 20.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Strict,"17.7 miles from Austin, TX","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Austin, TX",2017 Memory Maker,"$3,200",$115,$800,"Year - 2017,Manufacturer - Keystone RV,Make - Bullet,Model - 277BHS,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 4,Slides - 1,Fresh water tank - 43.0 gal,Length - 31.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"0.0 miles from Austin, TX","TV,AM/FM Radio,CD Player,iPod Docking Station,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Kyle, TX",Family Friendly Fun RV Rental,"$3,500",$129,$800,"Year - 2018,Manufacturer - Grand Design,Make - Imagine,Model - 2400BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 1.0 gal,Length - 29.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
